-2.521683089707190675e+02,-7.481101477810685196e+01,6.106528239141475751e+02
-2.371683089707190675e+02,-7.481101477810685196e+01,6.106528239141475751e+02
-2.221683089707190675e+02,-7.481101477810685196e+01,6.106528239141475751e+02
-2.071683089707190675e+02,-7.481101477810685196e+01,6.106528239141475751e+02
-1.921683089707190675e+02,-7.481101477810685196e+01,6.106528239141475751e+02
-1.771683089707190675e+02,-7.481101477810685196e+01,6.106528239141475751e+02
-1.621683089707190675e+02,-7.481101477810685196e+01,6.106528239141475751e+02
-1.471683089707190675e+02,-7.481101477810685196e+01,6.106528239141475751e+02
-1.321683089707190675e+02,-7.481101477810685196e+01,6.106528239141475751e+02
-1.171683089707190675e+02,-7.481101477810685196e+01,6.106528239141475751e+02
-1.021683089707190675e+02,-7.481101477810685196e+01,6.106528239141475751e+02
-8.716830897071906747e+01,-7.481101477810685196e+01,6.106528239141475751e+02
-7.216830897071906747e+01,-7.481101477810685196e+01,6.106528239141475751e+02
-5.716830897071906747e+01,-7.481101477810685196e+01,6.106528239141475751e+02
-4.216830897071906747e+01,-7.481101477810685196e+01,6.106528239141475751e+02
-2.716830897071906747e+01,-7.481101477810685196e+01,6.106528239141475751e+02
-1.216830897071906747e+01,-7.481101477810685196e+01,6.106528239141475751e+02
-1.216830897071906747e+01,-5.981101477810685196e+01,6.106528239141475751e+02
-2.716830897071906747e+01,-5.981101477810685196e+01,6.106528239141475751e+02
-4.216830897071906747e+01,-5.981101477810685196e+01,6.106528239141475751e+02
-5.716830897071906747e+01,-5.981101477810685196e+01,6.106528239141475751e+02
-7.216830897071906747e+01,-5.981101477810685196e+01,6.106528239141475751e+02
-8.716830897071906747e+01,-5.981101477810685196e+01,6.106528239141475751e+02
-1.021683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-1.171683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-1.321683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-1.471683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-1.621683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-1.771683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-1.921683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-2.071683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-2.221683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-2.371683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-2.521683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-2.671683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-2.821683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-2.971683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-3.121683089707190675e+02,-5.981101477810685196e+01,6.106528239141475751e+02
-3.121683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-2.971683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-2.821683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-2.671683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-2.521683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-2.371683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-2.221683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-2.071683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-1.921683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-1.771683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-1.621683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-1.471683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-1.321683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-1.171683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-1.021683089707190675e+02,-4.481101477810685196e+01,6.106528239141475751e+02
-8.716830897071906747e+01,-4.481101477810685196e+01,6.106528239141475751e+02
-7.216830897071906747e+01,-4.481101477810685196e+01,6.106528239141475751e+02
-5.716830897071906747e+01,-4.481101477810685196e+01,6.106528239141475751e+02
-4.216830897071906747e+01,-4.481101477810685196e+01,6.106528239141475751e+02
-2.716830897071906747e+01,-4.481101477810685196e+01,6.106528239141475751e+02
-1.216830897071906747e+01,-4.481101477810685196e+01,6.106528239141475751e+02
-1.216830897071906747e+01,-2.981101477810685196e+01,6.106528239141475751e+02
-2.716830897071906747e+01,-2.981101477810685196e+01,6.106528239141475751e+02
-4.216830897071906747e+01,-2.981101477810685196e+01,6.106528239141475751e+02
-5.716830897071906747e+01,-2.981101477810685196e+01,6.106528239141475751e+02
-7.216830897071906747e+01,-2.981101477810685196e+01,6.106528239141475751e+02
-8.716830897071906747e+01,-2.981101477810685196e+01,6.106528239141475751e+02
-1.021683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-1.171683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-1.321683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-1.471683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-1.621683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-1.771683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-1.921683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-2.071683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-2.221683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-2.371683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-2.521683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-2.671683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-2.821683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-2.971683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-3.121683089707190675e+02,-2.981101477810685196e+01,6.106528239141475751e+02
-3.121683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-2.971683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-2.821683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-2.671683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-2.521683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-2.371683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-2.221683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-2.071683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-1.921683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-1.771683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-1.621683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-1.471683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-1.321683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-1.171683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-1.021683089707190675e+02,-1.481101477810685196e+01,6.106528239141475751e+02
-8.716830897071906747e+01,-1.481101477810685196e+01,6.106528239141475751e+02
-7.216830897071906747e+01,-1.481101477810685196e+01,6.106528239141475751e+02
-5.716830897071906747e+01,-1.481101477810685196e+01,6.106528239141475751e+02
-4.216830897071906747e+01,-1.481101477810685196e+01,6.106528239141475751e+02
-2.716830897071906747e+01,-1.481101477810685196e+01,6.106528239141475751e+02
-1.216830897071906747e+01,-1.481101477810685196e+01,6.106528239141475751e+02
-1.216830897071906747e+01,1.889852218931480365e-01,6.106528239141475751e+02
-2.716830897071906747e+01,1.889852218931480365e-01,6.106528239141475751e+02
-4.216830897071906747e+01,1.889852218931480365e-01,6.106528239141475751e+02
-5.716830897071906747e+01,1.889852218931480365e-01,6.106528239141475751e+02
-7.216830897071906747e+01,1.889852218931480365e-01,6.106528239141475751e+02
-8.716830897071906747e+01,1.889852218931480365e-01,6.106528239141475751e+02
-1.021683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-1.171683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-1.321683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-1.471683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-1.621683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-1.771683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-1.921683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-2.071683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-2.221683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-2.371683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-2.521683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-2.671683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-2.821683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-2.971683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-3.121683089707190675e+02,1.889852218931480365e-01,6.106528239141475751e+02
-3.121683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-2.971683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-2.821683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-2.671683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-2.521683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-2.371683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-2.221683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-2.071683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-1.921683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-1.771683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-1.621683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-1.471683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-1.321683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-1.171683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-1.021683089707190675e+02,1.518898522189314804e+01,6.106528239141475751e+02
-8.716830897071906747e+01,1.518898522189314804e+01,6.106528239141475751e+02
-7.216830897071906747e+01,1.518898522189314804e+01,6.106528239141475751e+02
-5.716830897071906747e+01,1.518898522189314804e+01,6.106528239141475751e+02
-4.216830897071906747e+01,1.518898522189314804e+01,6.106528239141475751e+02
-2.716830897071906747e+01,1.518898522189314804e+01,6.106528239141475751e+02
-1.216830897071906747e+01,1.518898522189314804e+01,6.106528239141475751e+02
-1.216830897071906747e+01,3.018898522189314804e+01,6.106528239141475751e+02
-2.716830897071906747e+01,3.018898522189314804e+01,6.106528239141475751e+02
-4.216830897071906747e+01,3.018898522189314804e+01,6.106528239141475751e+02
-5.716830897071906747e+01,3.018898522189314804e+01,6.106528239141475751e+02
-7.216830897071906747e+01,3.018898522189314804e+01,6.106528239141475751e+02
-8.716830897071906747e+01,3.018898522189314804e+01,6.106528239141475751e+02
-1.021683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-1.171683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-1.321683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-1.471683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-1.621683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-1.771683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-1.921683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-2.071683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-2.221683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-2.371683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-2.521683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-2.671683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-2.821683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-2.971683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-3.121683089707190675e+02,3.018898522189314804e+01,6.106528239141475751e+02
-3.121683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-2.971683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-2.821683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-2.671683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-2.521683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-2.371683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-2.221683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-2.071683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-1.921683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-1.771683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-1.621683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-1.471683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-1.321683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-1.171683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-1.021683089707190675e+02,4.518898522189314804e+01,6.106528239141475751e+02
-8.716830897071906747e+01,4.518898522189314804e+01,6.106528239141475751e+02
-7.216830897071906747e+01,4.518898522189314804e+01,6.106528239141475751e+02
-5.716830897071906747e+01,4.518898522189314804e+01,6.106528239141475751e+02
-4.216830897071906747e+01,4.518898522189314804e+01,6.106528239141475751e+02
-2.716830897071906747e+01,4.518898522189314804e+01,6.106528239141475751e+02
-1.216830897071906747e+01,4.518898522189314804e+01,6.106528239141475751e+02
-1.216830897071906747e+01,6.018898522189314804e+01,6.106528239141475751e+02
-2.716830897071906747e+01,6.018898522189314804e+01,6.106528239141475751e+02
-4.216830897071906747e+01,6.018898522189314804e+01,6.106528239141475751e+02
-5.716830897071906747e+01,6.018898522189314804e+01,6.106528239141475751e+02
-7.216830897071906747e+01,6.018898522189314804e+01,6.106528239141475751e+02
-8.716830897071906747e+01,6.018898522189314804e+01,6.106528239141475751e+02
-1.021683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-1.171683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-1.321683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-1.471683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-1.621683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-1.771683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-1.921683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-2.071683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-2.221683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-2.371683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-2.521683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-2.671683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-2.821683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-2.971683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-3.121683089707190675e+02,6.018898522189314804e+01,6.106528239141475751e+02
-3.121683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-2.971683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-2.821683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-2.671683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-2.521683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-2.371683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-2.221683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-2.071683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-1.921683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-1.771683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-1.621683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-1.471683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-1.321683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-1.171683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-1.021683089707190675e+02,7.518898522189314804e+01,6.106528239141475751e+02
-8.716830897071906747e+01,7.518898522189314804e+01,6.106528239141475751e+02
-7.216830897071906747e+01,7.518898522189314804e+01,6.106528239141475751e+02
-5.716830897071906747e+01,7.518898522189314804e+01,6.106528239141475751e+02
-4.216830897071906747e+01,7.518898522189314804e+01,6.106528239141475751e+02
-2.716830897071906747e+01,7.518898522189314804e+01,6.106528239141475751e+02
-1.216830897071906747e+01,7.518898522189314804e+01,6.106528239141475751e+02
-1.216830897071906747e+01,9.018898522189314804e+01,6.106528239141475751e+02
-2.716830897071906747e+01,9.018898522189314804e+01,6.106528239141475751e+02
-4.216830897071906747e+01,9.018898522189314804e+01,6.106528239141475751e+02
-5.716830897071906747e+01,9.018898522189314804e+01,6.106528239141475751e+02
-7.216830897071906747e+01,9.018898522189314804e+01,6.106528239141475751e+02
-8.716830897071906747e+01,9.018898522189314804e+01,6.106528239141475751e+02
-1.021683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-1.171683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-1.321683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-1.471683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-1.621683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-1.771683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-1.921683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-2.071683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-2.221683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-2.371683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-2.521683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-2.671683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-2.821683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-2.971683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-3.121683089707190675e+02,9.018898522189314804e+01,6.106528239141475751e+02
-3.121683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-2.971683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-2.821683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-2.671683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-2.521683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-2.371683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-2.221683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-2.071683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-1.921683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-1.771683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-1.621683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-1.471683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-1.321683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-1.171683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-1.021683089707190675e+02,1.051889852218931480e+02,6.106528239141475751e+02
-8.716830897071906747e+01,1.051889852218931480e+02,6.106528239141475751e+02
-7.216830897071906747e+01,1.051889852218931480e+02,6.106528239141475751e+02
-5.716830897071906747e+01,1.051889852218931480e+02,6.106528239141475751e+02
-4.216830897071906747e+01,1.051889852218931480e+02,6.106528239141475751e+02
-2.716830897071906747e+01,1.051889852218931480e+02,6.106528239141475751e+02
-1.216830897071906747e+01,1.051889852218931480e+02,6.106528239141475751e+02
-1.216830897071906747e+01,1.201889852218931480e+02,6.106528239141475751e+02
-2.716830897071906747e+01,1.201889852218931480e+02,6.106528239141475751e+02
-4.216830897071906747e+01,1.201889852218931480e+02,6.106528239141475751e+02
-5.716830897071906747e+01,1.201889852218931480e+02,6.106528239141475751e+02
-7.216830897071906747e+01,1.201889852218931480e+02,6.106528239141475751e+02
-8.716830897071906747e+01,1.201889852218931480e+02,6.106528239141475751e+02
-1.021683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-1.171683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-1.321683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-1.471683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-1.621683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-1.771683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-1.921683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-2.071683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-2.221683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-2.371683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-2.521683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-2.671683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-2.821683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-2.971683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-3.121683089707190675e+02,1.201889852218931480e+02,6.106528239141475751e+02
-3.121683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-2.971683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-2.821683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-2.671683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-2.521683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-2.371683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-2.221683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-2.071683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-1.921683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-1.771683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-1.621683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-1.471683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-1.321683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-1.171683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-1.021683089707190675e+02,1.351889852218931480e+02,6.106528239141475751e+02
-8.716830897071906747e+01,1.351889852218931480e+02,6.106528239141475751e+02
-7.216830897071906747e+01,1.351889852218931480e+02,6.106528239141475751e+02
-5.716830897071906747e+01,1.351889852218931480e+02,6.106528239141475751e+02
-4.216830897071906747e+01,1.351889852218931480e+02,6.106528239141475751e+02
-2.716830897071906747e+01,1.351889852218931480e+02,6.106528239141475751e+02
-1.216830897071906747e+01,1.351889852218931480e+02,6.106528239141475751e+02
-1.216830897071906747e+01,1.501889852218931480e+02,6.106528239141475751e+02
-2.716830897071906747e+01,1.501889852218931480e+02,6.106528239141475751e+02
-4.216830897071906747e+01,1.501889852218931480e+02,6.106528239141475751e+02
-5.716830897071906747e+01,1.501889852218931480e+02,6.106528239141475751e+02
-7.216830897071906747e+01,1.501889852218931480e+02,6.106528239141475751e+02
-8.716830897071906747e+01,1.501889852218931480e+02,6.106528239141475751e+02
-1.021683089707190675e+02,1.501889852218931480e+02,6.106528239141475751e+02
-1.171683089707190675e+02,1.501889852218931480e+02,6.106528239141475751e+02
-1.321683089707190675e+02,1.501889852218931480e+02,6.106528239141475751e+02
-1.471683089707190675e+02,1.501889852218931480e+02,6.106528239141475751e+02
-1.621683089707190675e+02,1.501889852218931480e+02,6.106528239141475751e+02
-1.771683089707190675e+02,1.501889852218931480e+02,6.106528239141475751e+02
-1.921683089707190675e+02,1.501889852218931480e+02,6.106528239141475751e+02
-2.071683089707190675e+02,1.501889852218931480e+02,6.106528239141475751e+02
-2.221683089707190675e+02,1.501889852218931480e+02,6.106528239141475751e+02
-2.371683089707190675e+02,1.501889852218931480e+02,6.106528239141475751e+02
-2.521683089707190675e+02,1.501889852218931480e+02,6.106528239141475751e+02
